Date,Campaign,Ad Group,Sector,Country,Impressions,Clicks,Cost,Conversions,Conv. value
2024-01-18,Pepsi_Search,Generic,Commercial,USA,15185,1588,590.25,286,24532.32
2024-01-19,Pepsi_Search,Generic,Commercial,UK,117513,14586,1517.15,3200,196864.84
2024-01-20,Pepsi_Search,Generic,Commercial,UK,38629,3383,1919.27,843,148421.55
2024-01-21,Pepsi_Search,Generic,Commercial,France,37964,2902,97.68,188,36250.01
2024-01-22,Pepsi_Search,Generic,Commercial,UK,126292,12678,2311.57,1318,200625.71
2024-01-23,Pepsi_Search,Generic,Commercial,France,19509,1159,105.7,268,47380.33
2024-01-24,Pepsi_Search,Generic,Commercial,Germany,19605,879,536.18,232,17916.3
2024-01-25,Pepsi_Search,Generic,Commercial,USA,84365,5943,1801.55,701,49483.01
2024-01-26,Pepsi_Search,Generic,Commercial,UK,30498,3907,1384.48,162,20972.1
2024-01-27,Pepsi_Search,Generic,Commercial,USA,45063,5634,299.06,669,16794.91
2024-01-28,Pepsi_Search,Generic,Commercial,Turkey,59375,6992,633.03,2102,515825.44
2024-01-29,Pepsi_Search,Generic,Commercial,Germany,36696,3911,1264.58,1174,287274.81
2024-01-30,Pepsi_Search,Generic,Commercial,UK,33788,1639,584.72,76,17142.95
2024-01-01,Pepsi_Search,Competitor,Commercial,France,79785,5111,698.27,100,18834.7
2024-01-02,Pepsi_Search,Competitor,Commercial,USA,86678,862,395.09,202,18413.05
2024-01-03,Pepsi_Search,Competitor,Commercial,Turkey,26776,1846,724.71,54,4223.57
2024-01-04,Pepsi_Search,Competitor,Commercial,USA,67569,1744,1025.98,547,27001.88
2024-01-05,Pepsi_Search,Competitor,Commercial,USA,123426,16452,1684.83,1395,322124.15
2024-01-06,Pepsi_Search,Competitor,Commercial,Turkey,5673,245,1615.7,62,14025.01
2024-01-07,Pepsi_Search,Competitor,Commercial,France,142573,6056,300.73,792,66327.73
2024-01-08,Pepsi_Search,Competitor,Commercial,UK,46989,4770,1388.01,1504,318386.52
2024-01-09,Pepsi_Search,Competitor,Commercial,France,116800,7743,1906.8,948,210280.6
2024-01-10,Pepsi_Search,Competitor,Commercial,France,65708,1963,2127.79,181,26659.52
2024-01-11,Pepsi_Search,Competitor,Commercial,Germany,109066,557,879.25,146,28296.41
2024-01-12,Pepsi_Search,Competitor,Commercial,Turkey,131191,19367,1384.27,5215,633388.19
2024-01-13,Pepsi_Search,Competitor,Commercial,Turkey,120901,15753,1765.27,3298,721283.84
2024-01-14,Pepsi_Search,Competitor,Commercial,UK,63852,6716,1319.78,600,131113.64
2024-01-15,Pepsi_Search,Competitor,Commercial,Turkey,97705,12606,55.52,4428,253798.05
2024-01-16,Pepsi_Search,Competitor,Commercial,USA,49303,1914,1591.48,335,59168.93
2024-01-17,Pepsi_Search,Competitor,Commercial,Turkey,105116,11200,2189.95,2998,84955.03
2024-01-18,Pepsi_Search,Competitor,Commercial,Germany,143315,14736,2345.79,5625,475899.96
2024-01-19,Pepsi_Search,Competitor,Commercial,France,41410,6080,228.51,713,29496.44
2024-01-20,Pepsi_Search,Competitor,Commercial,France,38370,2761,1441.27,935,182200.34
2024-01-21,Pepsi_Search,Competitor,Commercial,Turkey,148152,19433,1358.94,5585,477050.78
2024-01-22,Pepsi_Search,Competitor,Commercial,UK,144044,9543,1969.21,3555,101806.01
2024-01-23,Pepsi_Search,Competitor,Commercial,USA,35259,389,2134.64,8,1912.52
2024-01-24,Pepsi_Search,Competitor,Commercial,USA,144156,14273,2438.77,4900,912718.04
2024-01-25,Pepsi_Search,Competitor,Commercial,Germany,135001,9643,1638.51,1221,272967.39
2024-01-26,Pepsi_Search,Competitor,Commercial,Germany,136271,18218,1592.31,5302,232774.65
2024-01-27,Pepsi_Search,Competitor,Commercial,Germany,120453,17961,1293.46,6637,1287672.5
2024-01-28,Pepsi_Search,Competitor,Commercial,Turkey,117711,3083,924.5,366,28525.38
2024-01-29,Pepsi_Search,Competitor,Commercial,France,107291,7413,1006.72,802,117361.29
2024-01-30,Pepsi_Search,Competitor,Commercial,USA,8872,1005,723.51,399,16976.72
2024-01-01,Pepsi_Search,Remarketing,Commercial,France,18641,2651,1676.05,944,128716.39
2024-01-02,Pepsi_Search,Remarketing,Commercial,France,131098,12678,1377.84,4707,1087065.7
2024-01-03,Pepsi_Search,Remarketing,Commercial,France,132344,5123,2100.76,530,51423.87
2024-01-04,Pepsi_Search,Remarketing,Commercial,France,53420,4126,2485.77,78,15823.77
2024-01-05,Pepsi_Search,Remarketing,Commercial,France,85428,11246,1334.75,3265,554392.52
2024-01-06,Pepsi_Search,Remarketing,Commercial,USA,98647,929,1753.98,15,2614.55
2024-01-07,Pepsi_Search,Remarketing,Commercial,Germany,104276,6321,1832.84,1359,243618.14
2024-01-08,Pepsi_Search,Remarketing,Commercial,France,12044,142,1698.88,10,879.09
2024-01-09,Pepsi_Search,Remarketing,Commercial,France,48113,6456,1878.86,1534,130961.49
2024-01-10,Pepsi_Search,Remarketing,Commercial,USA,139254,12963,1178.68,3228,223132.69
2024-01-11,Pepsi_Search,Remarketing,Commercial,Germany,79113,3122,1613.84,272,48631.77
2024-01-12,Pepsi_Search,Remarketing,Commercial,France,72582,6492,2084.26,910,200123.31
2024-01-13,Pepsi_Search,Remarketing,Commercial,USA,145178,18842,2339.61,2786,323462.23
2024-01-14,Pepsi_Search,Remarketing,Commercial,Germany,22868,2883,1717.3,671,44947.21
2024-01-15,Pepsi_Search,Remarketing,Commercial,Germany,128694,5909,2289.19,1406,158234.36
2024-01-16,Pepsi_Search,Remarketing,Commercial,France,47051,3386,2367.86,453,99829.97
2024-01-17,Pepsi_Search,Remarketing,Commercial,USA,92000,8759,1539.45,2811,304323.57
2024-01-18,Pepsi_Search,Remarketing,Commercial,USA,134246,3560,1421.84,801,86569.73
2024-01-19,Pepsi_Search,Remarketing,Commercial,Turkey,130354,17084,693.98,3164,755103.92
2024-01-20,Pepsi_Search,Remarketing,Commercial,France,87033,336,1544.22,124,24666.79
2024-01-21,Pepsi_Search,Remarketing,Commercial,Germany,70604,3753,68.63,627,104288.12
2024-01-22,Pepsi_Search,Remarketing,Commercial,Turkey,136299,18985,232.55,6818,344099.7
2024-01-23,Pepsi_Search,Remarketing,Commercial,UK,128942,5480,164.88,2136,453751.59
2024-01-24,Pepsi_Search,Remarketing,Commercial,Germany,63870,4489,1993.96,176,37607.09
2024-01-25,Pepsi_Search,Remarketing,Commercial,USA,105423,5119,266.11,1202,152746.87
2024-01-26,Pepsi_Search,Remarketing,Commercial,Germany,87921,3394,312.69,355,38118.05
2024-01-27,Pepsi_Search,Remarketing,Commercial,USA,111965,15672,1833.21,4296,201525.47
2024-01-28,Pepsi_Search,Remarketing,Commercial,UK,119264,10477,162.19,2177,521096.27
2024-01-29,Pepsi_Search,Remarketing,Commercial,USA,30601,2402,2378.45,811,36175.33
2024-01-30,Pepsi_Search,Remarketing,Commercial,Germany,48484,3820,988.18,1083,258072.84
2024-01-01,McDonalds_Search,Brand,Commercial,Turkey,139290,15575,1425.64,4956,940712.74
2024-01-02,McDonalds_Search,Brand,Commercial,USA,127308,300,715.62,16,1246.04
2024-01-03,McDonalds_Search,Brand,Commercial,France,140093,18358,2148.31,2853,329503.13
2024-01-04,McDonalds_Search,Brand,Commercial,USA,88741,9212,2032.29,3315,661568.93
2024-01-05,McDonalds_Search,Brand,Commercial,UK,17301,1408,2166.88,518,61378.0
2024-01-06,McDonalds_Search,Brand,Commercial,UK,143273,14570,734.87,1372,76968.22
2024-01-07,McDonalds_Search,Brand,Commercial,Germany,135748,11132,2458.73,2290,336180.31
2024-01-08,McDonalds_Search,Brand,Commercial,Germany,112615,11998,2001.68,2599,525548.34
2024-01-09,McDonalds_Search,Brand,Commercial,France,77506,2992,1279.98,623,149863.37
2024-01-10,McDonalds_Search,Brand,Commercial,Turkey,23752,3407,1748.29,680,20885.55
2024-01-11,McDonalds_Search,Brand,Commercial,Turkey,12329,167,432.06,39,4243.72
2024-01-12,McDonalds_Search,Brand,Commercial,USA,62840,1271,2398.23,67,11362.96
2024-01-13,McDonalds_Search,Brand,Commercial,Turkey,87453,5279,219.64,22,2153.68
2024-01-14,McDonalds_Search,Brand,Commercial,UK,10857,1148,550.02,324,39132.28
2024-01-15,McDonalds_Search,Brand,Commercial,USA,28311,2405,792.99,871,123644.57
2024-01-16,McDonalds_Search,Brand,Commercial,France,102418,6401,1486.76,2009,115349.32
2024-01-17,McDonalds_Search,Brand,Commercial,USA,112905,14792,2252.23,3613,675111.36
2024-01-18,McDonalds_Search,Brand,Commercial,Germany,110338,4985,1879.91,265,28465.29
2024-01-19,McDonalds_Search,Brand,Commercial,France,45963,3101,755.39,142,20350.19
2024-01-20,McDonalds_Search,Brand,Commercial,USA,144439,3548,1855.76,389,82925.54
2024-01-21,McDonalds_Search,Brand,Commercial,USA,54476,5049,400.87,1722,293012.55
2024-01-22,McDonalds_Search,Brand,Commercial,Germany,26275,321,974.03,2,448.47
2024-01-23,McDonalds_Search,Brand,Commercial,France,66159,6885,692.86,655,46433.17
2024-01-24,McDonalds_Search,Brand,Commercial,France,123421,11385,109.35,1352,267101.63
2024-01-25,McDonalds_Search,Brand,Commercial,UK,137969,2933,1679.64,362,73144.87
2024-01-26,McDonalds_Search,Brand,Commercial,Germany,127849,15292,836.08,2975,450591.4
2024-01-27,McDonalds_Search,Brand,Commercial,Germany,128834,4525,978.33,1766,271123.8
2024-01-28,McDonalds_Search,Brand,Commercial,Turkey,87310,2413,1565.6,523,109176.41
2024-01-29,McDonalds_Search,Brand,Commercial,UK,102247,14819,1661.31,1975,373571.56
2024-01-30,McDonalds_Search,Brand,Commercial,UK,15918,2330,2179.12,735,91063.35
2024-01-01,McDonalds_Search,Generic,Commercial,Turkey,124885,5832,205.14,880,61267.6
2024-01-02,McDonalds_Search,Generic,Commercial,USA,149976,21556,1477.26,3049,732538.95
2024-01-03,McDonalds_Search,Generic,Commercial,Turkey,87412,3058,472.73,1180,283103.69
2024-01-04,McDonalds_Search,Generic,Commercial,France,58124,6829,2209.82,412,78231.04
2024-01-05,McDonalds_Search,Generic,Commercial,Germany,21755,2702,792.84,294,22991.48
2024-01-06,McDonalds_Search,Generic,Commercial,USA,87223,10783,941.05,2003,405816.07
2024-01-07,McDonalds_Search,Generic,Commercial,France,55264,5326,1412.06,1261,107216.66
2024-01-08,McDonalds_Search,Generic,Commercial,Turkey,130215,15252,1855.93,4039,299874.97
2024-01-09,McDonalds_Search,Generic,Commercial,UK,77980,4129,2357.65,1169,116713.47
2024-01-10,McDonalds_Search,Generic,Commercial,Germany,132578,3896,492.13,915,147142.68
2024-01-11,McDonalds_Search,Generic,Commercial,France,117027,168,507.65,22,2728.7
2024-01-12,McDonalds_Search,Generic,Commercial,USA,16532,1436,653.9,479,93856.59
2024-01-13,McDonalds_Search,Generic,Commercial,UK,31494,1835,1251.3,334,18741.39
2024-01-14,McDonalds_Search,Generic,Commercial,France,138038,8043,370.14,115,23893.8
2024-01-15,McDonalds_Search,Generic,Commercial,Turkey,37315,3064,1022.97,111,16460.79
2024-01-16,McDonalds_Search,Generic,Commercial,USA,11871,171,700.01,62,10011.79
2024-01-17,McDonalds_Search,Generic,Commercial,UK,137954,16577,1289.49,4660,576130.89
2024-01-18,McDonalds_Search,Generic,Commercial,USA,99568,11013,1310.12,1512,118357.95
2024-01-19,McDonalds_Search,Generic,Commercial,France,105375,15223,199.16,331,23318.59
2024-01-20,McDonalds_Search,Generic,Commercial,Germany,81194,3951,2310.23,1321,57400.39
2024-01-21,McDonalds_Search,Generic,Commercial,France,86078,1873,1177.53,355,75585.33
2024-01-22,McDonalds_Search,Generic,Commercial,USA,57063,1613,105.96,152,25787.58
2024-01-23,McDonalds_Search,Generic,Commercial,USA,93291,10959,108.87,2480,172952.44
2024-01-24,McDonalds_Search,Generic,Commercial,Germany,136055,6399,188.89,804,185018.29
2024-01-25,McDonalds_Search,Generic,Commercial,France,110942,15484,252.49,5626,891912.94
2024-01-26,McDonalds_Search,Generic,Commercial,Turkey,32191,1269,1024.66,324,19102.92
2024-01-27,McDonalds_Search,Generic,Commercial,USA,32293,1777,435.64,703,163726.72
2024-01-28,McDonalds_Search,Generic,Commercial,UK,109508,7724,1894.02,571,21148.86
2024-01-29,McDonalds_Search,Generic,Commercial,France,25392,554,326.14,103,4996.92
2024-01-30,McDonalds_Search,Generic,Commercial,USA,12971,327,1562.89,8,1003.68
2024-01-01,McDonalds_Search,Competitor,Commercial,Germany,140714,14420,2334.39,1621,378071.78
2024-01-02,McDonalds_Search,Competitor,Commercial,USA,11705,681,1451.12,220,24324.04
2024-01-03,McDonalds_Search,Competitor,Commercial,USA,142548,519,1667.83,116,19881.35
2024-01-04,McDonalds_Search,Competitor,Commercial,Germany,138575,3475,416.6,577,37292.01
2024-01-05,McDonalds_Search,Competitor,Commercial,Turkey,76566,452,1985.1,174,19805.78
2024-01-06,McDonalds_Search,Competitor,Commercial,France,38860,2841,2156.62,668,164292.17
2024-01-07,McDonalds_Search,Competitor,Commercial,USA,77160,6233,365.58,2422,166081.69
2024-01-08,McDonalds_Search,Competitor,Commercial,Germany,93743,11902,982.21,540,111971.45
2024-01-09,McDonalds_Search,Competitor,Commercial,Turkey,58260,5736,364.1,2033,427511.58
2024-01-10,McDonalds_Search,Competitor,Commercial,Turkey,61995,7513,340.69,1128,76613.98
2024-01-11,McDonalds_Search,Competitor,Commercial,Germany,146099,10783,1372.12,3173,298460.82
2024-01-12,McDonalds_Search,Competitor,Commercial,USA,57577,523,685.43,19,4271.64
2024-01-13,McDonalds_Search,Competitor,Commercial,USA,8722,368,2475.74,13,1560.69
2024-01-14,McDonalds_Search,Competitor,Commercial,Germany,44455,4006,615.48,1013,88672.37
2024-01-15,McDonalds_Search,Competitor,Commercial,USA,18126,1894,1811.16,87,10616.17
2024-01-16,McDonalds_Search,Competitor,Commercial,France,7866,924,609.09,64,13984.16
2024-01-17,McDonalds_Search,Competitor,Commercial,France,30059,2884,832.62,324,68444.26
2024-01-18,McDonalds_Search,Competitor,Commercial,Turkey,60153,4756,129.34,120,6366.76
2024-01-19,McDonalds_Search,Competitor,Commercial,France,97207,6724,2393.64,2311,533139.55
2024-01-20,McDonalds_Search,Competitor,Commercial,UK,98617,7013,2237.95,1262,208424.28
2024-01-21,McDonalds_Search,Competitor,Commercial,Germany,118080,11484,961.33,3482,747894.23
2024-01-22,McDonalds_Search,Competitor,Commercial,USA,67871,7937,2111.87,560,119433.05
2024-01-23,McDonalds_Search,Competitor,Commercial,Germany,123043,14307,56.69,361,54100.12
2024-01-24,McDonalds_Search,Competitor,Commercial,Turkey,136789,4098,144.89,54,11144.08
2024-01-25,McDonalds_Search,Competitor,Commercial,UK,147186,7611,295.92,1632,142209.62
2024-01-26,McDonalds_Search,Competitor,Commercial,Turkey,130184,5384,1088.32,174,25662.19
2024-01-27,McDonalds_Search,Competitor,Commercial,France,27540,3407,1830.57,750,94309.7
2024-01-28,McDonalds_Search,Competitor,Commercial,USA,9990,301,2436.79,90,3481.25
2024-01-29,McDonalds_Search,Competitor,Commercial,Turkey,53245,4244,154.0,927,44380.08
2024-01-30,McDonalds_Search,Competitor,Commercial,Turkey,123096,7590,863.74,195,40545.25
2024-01-01,McDonalds_Search,Remarketing,Commercial,Germany,96665,8774,2387.02,2015,186494.75
2024-01-02,McDonalds_Search,Remarketing,Commercial,UK,47870,1015,1774.96,12,347.06
2024-01-03,McDonalds_Search,Remarketing,Commercial,UK,49638,2938,1352.64,1081,191534.15
2024-01-04,McDonalds_Search,Remarketing,Commercial,UK,113649,14153,1510.59,4064,128743.09
2024-01-05,McDonalds_Search,Remarketing,Commercial,Turkey,149130,259,867.72,85,17494.87
2024-01-06,McDonalds_Search,Remarketing,Commercial,USA,107533,2645,2065.33,900,209198.77
2024-01-07,McDonalds_Search,Remarketing,Commercial,UK,105186,7236,2066.82,323,33746.26
2024-01-08,McDonalds_Search,Remarketing,Commercial,Turkey,139524,7962,2085.2,2865,621973.35
2024-01-09,McDonalds_Search,Remarketing,Commercial,Turkey,10410,197,2450.57,51,6034.88
2024-01-10,McDonalds_Search,Remarketing,Commercial,Turkey,83422,5492,1585.75,102,19879.45
2024-01-11,McDonalds_Search,Remarketing,Commercial,Turkey,15258,1910,1491.86,682,88766.18
2024-01-12,McDonalds_Search,Remarketing,Commercial,Germany,11791,120,1885.11,16,2508.03
2024-01-13,McDonalds_Search,Remarketing,Commercial,France,146712,2306,2060.34,576,112544.43
2024-01-14,McDonalds_Search,Remarketing,Commercial,Germany,2793,241,660.76,90,3582.02
2024-01-15,McDonalds_Search,Remarketing,Commercial,USA,13087,603,1545.87,128,4291.46
2024-01-16,McDonalds_Search,Remarketing,Commercial,France,80021,10673,2083.82,4070,952720.79
2024-01-17,McDonalds_Search,Remarketing,Commercial,UK,140723,16228,1615.26,5308,210471.2
2024-01-18,McDonalds_Search,Remarketing,Commercial,UK,117085,4021,2043.48,782,125645.56
2024-01-19,McDonalds_Search,Remarketing,Commercial,Germany,28753,3445,2274.79,203,11854.99
2024-01-20,McDonalds_Search,Remarketing,Commercial,UK,77144,884,1238.3,292,24787.64
2024-01-21,McDonalds_Search,Remarketing,Commercial,USA,47664,6323,839.68,749,54272.89
2024-01-22,McDonalds_Search,Remarketing,Commercial,France,77787,9629,1442.73,466,116046.06
2024-01-23,McDonalds_Search,Remarketing,Commercial,UK,5843,148,1793.14,58,4896.68
2024-01-24,McDonalds_Search,Remarketing,Commercial,UK,38586,295,575.14,6,846.02
2024-01-25,McDonalds_Search,Remarketing,Commercial,France,46965,945,268.11,28,5998.47
2024-01-26,McDonalds_Search,Remarketing,Commercial,Turkey,70024,1637,2131.57,558,132433.31
2024-01-27,McDonalds_Search,Remarketing,Commercial,Turkey,63659,6131,1726.65,2341,328711.35
2024-01-28,McDonalds_Search,Remarketing,Commercial,France,119592,4883,2248.74,171,41827.03
2024-01-29,McDonalds_Search,Remarketing,Commercial,Turkey,142902,16583,1583.6,2373,554702.42
2024-01-30,McDonalds_Search,Remarketing,Commercial,France,10004,224,2427.75,51,11535.53
2024-01-01,Starbucks_Search,Brand,Commercial,Germany,142274,4609,443.75,246,31128.98
2024-01-02,Starbucks_Search,Brand,Commercial,Germany,138825,16894,1856.74,1909,293021.41
2024-01-03,Starbucks_Search,Brand,Commercial,UK,134867,12328,1122.29,94,13751.96
2024-01-04,Starbucks_Search,Brand,Commercial,Turkey,8735,611,1373.23,107,14093.96
2024-01-05,Starbucks_Search,Brand,Commercial,UK,26562,3474,2114.35,386,42674.7
2024-01-06,Starbucks_Search,Brand,Commercial,Turkey,80526,9839,1037.91,3131,534740.98
2024-01-07,Starbucks_Search,Brand,Commercial,Turkey,43374,4265,2232.93,1381,288431.5
2024-01-08,Starbucks_Search,Brand,Commercial,Germany,45345,4994,1692.51,1146,261697.83
2024-01-09,Starbucks_Search,Brand,Commercial,USA,123466,12928,1467.56,3908,682068.21
2024-01-10,Starbucks_Search,Brand,Commercial,Turkey,72027,786,1492.66,117,21704.78
2024-01-11,Starbucks_Search,Brand,Commercial,Germany,25183,3316,1473.39,230,24101.07
2024-01-12,Starbucks_Search,Brand,Commercial,Turkey,131592,18162,1623.7,1450,195299.09
2024-01-13,Starbucks_Search,Brand,Commercial,France,148325,7424,866.6,1545,161699.05
2024-01-14,Starbucks_Search,Brand,Commercial,UK,106374,3057,767.48,92,20614.69
2024-01-15,Starbucks_Search,Brand,Commercial,UK,76197,10071,971.97,2239,181241.13
2024-01-16,Starbucks_Search,Brand,Commercial,Germany,114540,919,700.83,261,24870.32
2024-01-17,Starbucks_Search,Brand,Commercial,Turkey,118377,460,424.73,86,4127.76
2024-01-18,Starbucks_Search,Brand,Commercial,USA,43892,2992,1470.99,497,104738.75
2024-01-19,Starbucks_Search,Brand,Commercial,UK,74146,8970,1389.44,1,138.07
2024-01-20,Starbucks_Search,Brand,Commercial,France,60196,4436,1359.82,1090,198112.69
2024-01-21,Starbucks_Search,Brand,Commercial,USA,12770,1882,1117.98,264,30074.2
2024-01-22,Starbucks_Search,Brand,Commercial,USA,140204,14667,1524.76,558,67298.01
2024-01-23,Starbucks_Search,Brand,Commercial,France,18622,445,784.75,54,13484.34
2024-01-24,Starbucks_Search,Brand,Commercial,Turkey,67086,5941,1669.89,668,166786.42
2024-01-25,Starbucks_Search,Brand,Commercial,USA,108792,1848,619.99,486,90850.78
2024-01-26,Starbucks_Search,Brand,Commercial,Turkey,91582,3136,2453.48,89,20614.97
2024-01-27,Starbucks_Search,Brand,Commercial,Germany,147829,16825,281.27,2723,545813.76
2024-01-28,Starbucks_Search,Brand,Commercial,Turkey,45404,3031,2270.75,570,110498.61
2024-01-29,Starbucks_Search,Brand,Commercial,UK,39917,2227,355.19,99,12029.14
2024-01-30,Starbucks_Search,Brand,Commercial,Turkey,52658,5789,758.42,115,23256.68
2024-01-01,Starbucks_Search,Generic,Commercial,UK,107398,13926,204.79,3966,899209.33
2024-01-02,Starbucks_Search,Generic,Commercial,Turkey,137210,4234,1765.48,1217,177808.61
2024-01-03,Starbucks_Search,Generic,Commercial,France,12965,1199,1375.55,464,87758.31
2024-01-04,Starbucks_Search,Generic,Commercial,UK,123038,18140,406.38,2224,95441.58
2024-01-05,Starbucks_Search,Generic,Commercial,Germany,110448,3507,1978.83,668,110268.89
2024-01-06,Starbucks_Search,Generic,Commercial,UK,100705,4422,1387.49,1262,219856.54
2024-01-07,Starbucks_Search,Generic,Commercial,France,67267,9611,1019.78,2533,376528.49
2024-01-08,Starbucks_Search,Generic,Commercial,Germany,134834,12569,1439.69,739,72901.23
2024-01-09,Starbucks_Search,Generic,Commercial,France,70476,5217,2018.77,201,10028.96
2024-01-10,Starbucks_Search,Generic,Commercial,France,37328,4987,1714.83,119,25595.01
2024-01-11,Starbucks_Search,Generic,Commercial,UK,96716,4116,1757.63,781,175771.56
2024-01-12,Starbucks_Search,Generic,Commercial,Turkey,94080,1937,222.44,80,9604.68
2024-01-13,Starbucks_Search,Generic,Commercial,Turkey,61524,8891,1894.13,2274,470009.37
2024-01-14,Starbucks_Search,Generic,Commercial,USA,112427,10381,658.95,1030,48926.93
2024-01-15,Starbucks_Search,Generic,Commercial,France,70132,5448,962.35,228,25141.82
2024-01-16,Starbucks_Search,Generic,Commercial,Turkey,14884,181,1505.59,38,7849.79
2024-01-17,Starbucks_Search,Generic,Commercial,Germany,141028,19097,663.03,384,34942.62
2024-01-18,Starbucks_Search,Generic,Commercial,UK,100315,11260,2169.7,3562,434747.45
2024-01-19,Starbucks_Search,Generic,Commercial,UK,15107,1418,1983.49,268,16458.31
2024-01-20,Starbucks_Search,Generic,Commercial,Germany,84509,7020,2169.69,2007,391685.95
2024-01-21,Starbucks_Search,Generic,Commercial,Germany,142907,1036,1449.46,400,95769.22
2024-01-22,Starbucks_Search,Generic,Commercial,Germany,59863,3230,1964.09,1246,39249.69
2024-01-23,Starbucks_Search,Generic,Commercial,USA,65574,6134,682.32,1656,367754.99
2024-01-24,Starbucks_Search,Generic,Commercial,USA,50319,6391,1075.9,1184,44036.86
2024-01-25,Starbucks_Search,Generic,Commercial,UK,89556,9970,1540.19,937,218512.4
2024-01-26,Starbucks_Search,Generic,Commercial,Turkey,113541,5331,2146.16,485,31211.83
2024-01-27,Starbucks_Search,Generic,Commercial,Germany,49459,6322,2005.57,1753,424182.43
2024-01-28,Starbucks_Search,Generic,Commercial,UK,126242,10258,1033.03,2588,421808.94
2024-01-29,Starbucks_Search,Generic,Commercial,UK,9274,292,243.71,35,6459.49
2024-01-30,Starbucks_Search,Generic,Commercial,Turkey,26195,1605,2281.26,515,107346.21
2024-01-01,Starbucks_Search,Competitor,Commercial,Germany,141829,17023,1616.57,491,12951.03
2024-01-02,Starbucks_Search,Competitor,Commercial,France,5935,190,1212.73,66,16232.38
2024-01-03,Starbucks_Search,Competitor,Commercial,UK,131639,18391,363.24,7164,306653.1
2024-01-04,Starbucks_Search,Competitor,Commercial,France,95943,7355,2330.28,55,12895.94
2024-01-05,Starbucks_Search,Competitor,Commercial,Germany,118946,4500,2485.83,836,169974.58
2024-01-06,Starbucks_Search,Competitor,Commercial,USA,113408,2574,410.82,227,52639.57
2024-01-07,Starbucks_Search,Competitor,Commercial,Turkey,55448,4196,610.58,1555,348338.72
2024-01-08,Starbucks_Search,Competitor,Commercial,Germany,61762,7126,897.01,2411,456008.47
2024-01-09,Starbucks_Search,Competitor,Commercial,France,14607,1969,1407.56,650,40937.53
2024-01-10,Starbucks_Search,Competitor,Commercial,Germany,136756,5808,808.92,505,88952.49
2024-01-11,Starbucks_Search,Competitor,Commercial,USA,133979,10706,2202.69,2965,605767.53
2024-01-12,Starbucks_Search,Competitor,Commercial,Germany,14359,208,1705.76,54,4441.75
2024-01-13,Starbucks_Search,Competitor,Commercial,Germany,76765,10765,1194.7,1193,263319.94
2024-01-14,Starbucks_Search,Competitor,Commercial,Turkey,31203,1226,2363.94,78,18353.19
2024-01-15,Starbucks_Search,Competitor,Commercial,UK,76833,8882,1556.2,3016,571437.75
2024-01-16,Starbucks_Search,Competitor,Commercial,UK,24247,1926,1124.05,407,80152.7
2024-01-17,Starbucks_Search,Competitor,Commercial,USA,78931,10648,1621.71,1362,183991.45
2024-01-18,Starbucks_Search,Competitor,Commercial,Turkey,52234,7187,2089.88,2207,243628.68
2024-01-19,Starbucks_Search,Competitor,Commercial,USA,21077,2024,916.39,12,2068.65
2024-01-20,Starbucks_Search,Competitor,Commercial,Turkey,19634,2565,1970.89,505,106558.97
2024-01-21,Starbucks_Search,Competitor,Commercial,Germany,88232,11790,1606.59,271,30348.73
2024-01-22,Starbucks_Search,Competitor,Commercial,USA,87196,11863,1386.03,1186,100836.33
2024-01-23,Starbucks_Search,Competitor,Commercial,USA,88775,3840,2208.69,24,793.13
2024-01-24,Starbucks_Search,Competitor,Commercial,Turkey,136926,2345,1802.13,405,50269.35
2024-01-25,Starbucks_Search,Competitor,Commercial,France,77131,8504,2267.26,1740,178700.76
2024-01-26,Starbucks_Search,Competitor,Commercial,USA,75099,4243,673.26,1372,329266.4
2024-01-27,Starbucks_Search,Competitor,Commercial,Germany,70652,7084,181.04,2177,157418.55
2024-01-28,Starbucks_Search,Competitor,Commercial,France,96799,11359,211.6,1781,224986.08
2024-01-29,Starbucks_Search,Competitor,Commercial,France,30089,207,1622.38,41,3247.52
2024-01-30,Starbucks_Search,Competitor,Commercial,France,34330,1284,1364.75,261,57858.49
2024-01-01,Starbucks_Search,Remarketing,Commercial,UK,113564,16938,1952.21,6261,1129390.37
2024-01-02,Starbucks_Search,Remarketing,Commercial,Turkey,82235,5232,1229.04,544,116111.28
2024-01-03,Starbucks_Search,Remarketing,Commercial,Turkey,73890,7443,1718.51,1039,114071.28
2024-01-04,Starbucks_Search,Remarketing,Commercial,Turkey,25472,3610,1835.8,1225,179585.71
2024-01-05,Starbucks_Search,Remarketing,Commercial,UK,68226,2947,706.11,417,88453.77
2024-01-06,Starbucks_Search,Remarketing,Commercial,USA,119841,5412,1327.59,975,148982.89
2024-01-07,Starbucks_Search,Remarketing,Commercial,Turkey,41570,1003,2464.06,337,50106.43
2024-01-08,Starbucks_Search,Remarketing,Commercial,Turkey,104733,15152,2051.43,4641,335406.5
2024-01-09,Starbucks_Search,Remarketing,Commercial,USA,137549,16945,2314.18,5830,904038.65
2024-01-10,Starbucks_Search,Remarketing,Commercial,USA,45983,1273,346.76,417,21399.99
2024-01-11,Starbucks_Search,Remarketing,Commercial,USA,62298,2959,2227.96,33,1293.0
2024-01-12,Starbucks_Search,Remarketing,Commercial,France,103171,7638,1113.23,469,16506.3
2024-01-13,Starbucks_Search,Remarketing,Commercial,Turkey,135149,19638,1695.11,4572,1060241.47
